,DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,TMAX_A,TMIN_A,TAVG_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,TMAX_B,TMIN_B,TAVG_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,TMAX_C,TMIN_C,TAVG_C,LATITUDE,LONGITUDE,TAVG
294,04-04-1979,63.88,77.52,128,,0,9.9,33.2,5.76,62.95,79.82,66,0,0,46.65,5.12,11.99,63.08,78.93,64,0,0,18.7,6.65,11.4,63.933,78.733,3.6
295,30-04-1980,63.88,77.52,128,,0,25.3,7.74,,62.95,79.82,66,0,0,26.75,8.4,19.47,63.08,78.93,64,0,0,,11.4,20.88,63.933,78.733,12.7
296,10-06-1977,63.88,77.52,128,,0,38.5,41.02,31.44,62.95,79.82,66,0,0,38.09,38.24,32.12,63.08,78.93,64,0,0,39.6,20.9,32.64,63.933,78.733,27.8
297,13-02-1976,63.88,77.52,128,,0,,8.69,-20.4,62.95,79.82,66,0,0,-4.71,-13.36,-13.09,63.08,78.93,64,0,0,-6.6,-15.2,31.44,63.933,78.733,-11.5
298,01-03-1979,63.88,77.52,128,,0,-6.6,,12.48,62.95,79.82,66,0,0,1.18,-8.16,-6.49,63.08,78.93,64,0,2.7,,,-2.76,63.933,78.733,-8
299,06-02-1979,63.88,77.52,128,,0,3.3,,-2.16,62.95,79.82,66,0,0,2.57,29.28,-0.66,63.08,78.93,64,0,2.66,,27.74,,63.933,78.733,0.8
300,24-08-1979,63.88,77.52,128,,0,33,11.18,24.6,62.95,79.82,66,0,0,31.78,9.76,22.99,63.08,78.93,64,0,0,33,,,63.933,78.733,21.6
301,29-06-1975,63.88,77.52,128,,0,38.5,,32.4,62.95,79.82,66,0,0,38.52,14.96,29.92,63.08,78.93,64,,0,39.6,14.25,30.48,63.933,78.733,25.6
302,11-09-1977,63.88,77.52,128,0,0,31.9,33.54,22.32,62.95,79.82,66,0,0,31.46,10.88,65.34,63.08,78.93,64,0,2.6,31.9,,25.44,63.933,78.733,23
303,10-02-1979,63.88,77.52,128,,0,1.1,-6.88,-3.96,62.95,79.82,66,0,0,3.42,-4.72,-2.42,63.08,78.93,64,0,0,5.5,-6.65,-2.16,63.933,78.733,-2.5
304,05-04-1979,63.88,77.52,128,,3.88,7.7,,6,62.95,79.82,66,0,0,55.32,5.68,40.15,63.08,78.93,64,,0,16.5,,12.96,63.933,78.733,2.6
305,16-01-1978,63.88,77.52,128,0,0,-6.6,-11.18,28.68,62.95,79.82,66,0,0,28.89,-9.28,-7.15,63.08,78.93,64,0,0,0,-10.45,-7.92,63.933,78.733,-7.2
306,24-03-1978,63.88,77.52,128,,0,16.5,0,4.56,62.95,79.82,66,0,0,18.94,0.88,9.35,63.08,78.93,64,0,0,19.8,,9.84,63.933,78.733,2.8
307,22-09-1975,63.88,77.52,128,,0,,6.88,18.48,62.95,79.82,66,0,0,30.5,8.88,,63.08,78.93,64,0,0,,,,63.933,78.733,22.2
308,11-09-1978,63.88,77.52,128,0,0,64.68,,53.88,62.95,79.82,66,0,0,74.15,11.68,49.5,63.08,78.93,64,0,0,33,13.3,24.84,63.933,78.733,20.5
309,26-07-1978,63.88,77.52,128,,2.94,40.7,47.82,31.2,62.95,79.82,66,0,0,39.38,16.72,31.79,63.08,78.93,64,0,0,40.7,,31.56,63.933,78.733,28
310,26-12-1975,63.88,77.52,128,,0,5.5,,1.44,62.95,79.82,66,0,3.02,5.35,-1.92,1.21,63.08,78.93,64,0,0,6.6,,-1.2,63.933,78.733,0.8
311,09-12-1975,63.88,77.52,128,,0,2.2,-10.32,,62.95,79.82,66,0,0,1.82,-9.44,-6.49,63.08,78.93,64,0,0,,,,63.933,78.733,-3.6
312,07-06-1979,63.88,77.52,128,0,2.99,29.7,,48.48,62.95,79.82,66,0,2.57,28.36,10.48,,63.08,78.93,64,0,0,,13.3,25.44,63.933,78.733,19.3
313,16-03-1979,63.88,77.52,128,0,0,15.4,,8.64,62.95,79.82,66,5,0,20.22,5.2,13.75,63.08,78.93,64,0,0,19.8,,10.56,63.933,78.733,4.5
314,23-02-1979,63.88,77.52,128,5,0,-3.3,,-8.4,62.95,79.82,66,6,0,0.43,-4.16,33.99,63.08,78.93,64,0,0,1.1,,-3.84,63.933,78.733,-5.9
315,20-08-1976,63.88,77.52,128,,0,35.2,,27,62.95,79.82,66,0,0,36.38,11.6,26.73,63.08,78.93,64,0,0,38.5,,32.76,63.933,78.733,24.6
316,12-01-1978,63.88,77.52,128,,0,-7.7,-9.46,-11.28,62.95,79.82,66,3,0,25.47,-6.48,-6.38,63.08,78.93,64,0,0,-4.4,-8.55,,63.933,78.733,-5.3
317,09-08-1978,63.88,77.52,128,,0,37.4,,38.16,62.95,79.82,66,0,0,37.13,15.6,29.59,63.08,78.93,64,,0,38.5,,35.64,63.933,78.733,27.7
318,06-07-1980,63.88,77.52,128,,0,44,17.2,40.2,62.95,79.82,66,0,0,38.09,16.08,32.45,63.08,78.93,64,,3.05,44,,37.56,63.933,78.733,29.8
319,05-04-1976,63.88,77.52,128,0,0,17.6,,9,62.95,79.82,66,0,0,19.37,-0.8,8.8,63.08,78.93,64,0,0,,,,63.933,78.733,4.2
320,29-08-1978,63.88,77.52,128,0,0,,37.58,22.32,62.95,79.82,66,0,0,30.39,10.16,,63.08,78.93,64,0,2.27,30.8,12.35,23.16,63.933,78.733,21.5
321,15-12-1976,63.88,77.52,128,,0,-4.4,14.19,-7.8,62.95,79.82,66,0,0,-4.28,-10.32,-9.35,63.08,78.93,64,0,0,-4.4,-11.4,-9.84,63.933,78.733,-5.2
322,15-03-1978,63.88,77.52,128,0,0,,0,,62.95,79.82,66,0,0,5.78,-2.72,0.99,63.08,78.93,64,0,0,5.5,-1.9,,63.933,78.733,1.2
323,22-07-1976,63.88,77.52,128,,0,33,15.48,58.68,62.95,79.82,66,0,0,35.42,13.68,26.84,63.08,78.93,64,0,0,34.1,18.05,27.36,63.933,78.733,24.5
324,23-01-1979,63.88,77.52,128,0,0,-9.9,-12.9,-16.2,62.95,79.82,66,0,0,-1.18,-10.32,-10.34,63.08,78.93,64,,0,-4.4,-12.35,,63.933,78.733,-12
325,13-06-1979,63.88,77.52,128,,0,37.4,,29.52,62.95,79.82,66,0,0,36.81,11.12,27.28,63.08,78.93,64,,0,37.4,,30.84,63.933,78.733,25.5
326,12-03-1980,63.88,77.52,128,,0,,,-11.76,62.95,79.82,66,0,0,0.54,-10.8,27.94,63.08,78.93,64,,0,0,,-8.76,63.933,78.733,-10.2
327,21-10-1977,63.88,77.52,128,,0,11,,3.36,62.95,79.82,66,27,0,16.58,3.2,9.35,63.08,78.93,64,10,0,16.5,,,63.933,78.733,6
328,28-06-1978,63.88,77.52,128,,0,35.2,15.48,28.32,62.95,79.82,66,0,0,56.5,38.16,57.97,63.08,78.93,64,0,0,35.2,18.05,32.4,63.933,78.733,25
329,12-08-1980,63.88,77.52,128,,0,,12.9,23.76,62.95,79.82,66,0,0,65.16,13.52,53.68,63.08,78.93,64,,0,,,30,63.933,78.733,24
330,15-12-1978,63.88,77.52,128,,0,,,-3.6,62.95,79.82,66,0,0,5.14,-6.16,-2.97,63.08,78.93,64,0,0,3.3,-12.35,-1.92,63.933,78.733,-3.3
331,26-01-1980,63.88,77.52,128,,0,-11,,-21.36,62.95,79.82,66,0,0,30.92,-14.16,-13.53,63.08,78.93,64,0,0,-8.8,,-18,63.933,78.733,-12.7
332,11-08-1974,63.88,77.52,128,0,2.89,34.1,,30.24,62.95,79.82,66,0,0,35.31,15.76,28.38,63.08,78.93,64,0,0,36.3,,33.6,63.933,78.733,24.8
333,08-02-1978,63.88,77.52,128,,0,,,-20.4,62.95,79.82,66,0,0,-7.49,-15.6,11.55,63.08,78.93,64,0,0,-4.4,,-13.56,63.933,78.733,-15.7
334,20-03-1978,63.88,77.52,128,0,0,,,1.92,62.95,79.82,66,0,0,35.63,-3.6,2.97,63.08,78.93,64,0,0,12.1,-6.65,3.6,63.933,78.733,-2.3
335,29-01-1980,63.88,77.52,128,,0,-2.2,,-4.8,62.95,79.82,66,0,0,4.17,-7.44,-3.52,63.08,78.93,64,0,3.92,4.4,,-0.36,63.933,78.733,-3.8
336,13-11-1975,63.88,77.52,128,,0,-3.3,,-12,62.95,79.82,66,0,0,3.32,-5.6,-2.64,63.08,78.93,64,1,0,2.2,,-3.96,63.933,78.733,-2
337,06-06-1979,63.88,77.52,128,,0,31.9,38.36,22.2,62.95,79.82,66,0,0,30.39,16.08,24.86,63.08,78.93,64,0,0,28.6,,51,63.933,78.733,19.2
338,08-10-1979,63.88,77.52,128,5,2.83,,,11.28,62.95,79.82,66,0,0,47.19,7.92,13.86,63.08,78.93,64,0,3.37,17.6,10.45,14.04,63.933,78.733,10.7
339,02-07-1975,63.88,77.52,128,,0,,20.64,36.96,62.95,79.82,66,0,0,42.8,39.12,32.12,63.08,78.93,64,0,3.2,,22.8,36.36,63.933,78.733,28.8
340,17-12-1979,63.88,77.52,128,,0,2.2,,-2.64,62.95,79.82,66,0,0,41.73,2.08,,63.08,78.93,64,373,0,4.4,1.9,47.52,63.933,78.733,2.5
341,27-01-1978,63.88,77.52,128,0,0,-11,8.6,-18.12,62.95,79.82,66,0,0,-4.28,-9.28,-9.13,63.08,78.93,64,0,0,-4.4,-11.4,-11.76,63.933,78.733,-11
342,13-04-1977,63.88,77.52,128,0,0,31.9,,19.68,62.95,79.82,66,0,0,33.49,10.48,24.97,63.08,78.93,64,0,0,34.1,,26.4,63.933,78.733,8.6
343,12-12-1976,63.88,77.52,128,,0,,,-8.64,62.95,79.82,66,20,0,0.11,-3.52,-2.75,63.08,78.93,64,13,0,-1.1,,-5.76,63.933,78.733,-5
344,04-08-1977,63.88,77.52,128,0,0,37.4,12.04,,62.95,79.82,66,0,0,34.13,14.48,27.06,63.08,78.93,64,0,0,37.4,17.1,28.8,63.933,78.733,24.6
345,26-03-1979,63.88,77.52,128,,0,15.4,,8.76,62.95,79.82,66,0,0,60.78,4.88,13.2,63.08,78.93,64,0,0,48.84,32.11,11.16,63.933,78.733,3.7
346,07-11-1977,63.88,77.52,128,20,3.3,,,7.44,62.95,79.82,66,28,0,16.91,4.56,,63.08,78.93,64,30,0,13.2,0,8.16,63.933,78.733,6.2
347,06-09-1976,63.88,77.52,128,,0,34.1,,24,62.95,79.82,66,0,0,33.38,9.6,23.32,63.08,78.93,64,0,0,,,,63.933,78.733,23
348,01-09-1978,63.88,77.52,128,0,0,35.2,11.18,67.32,62.95,79.82,66,0,0,33.71,10.48,24.53,63.08,78.93,64,,0,,,26.16,63.933,78.733,23.8
349,11-07-1980,63.88,77.52,128,,0,,35.17,53.04,62.95,79.82,66,0,0,34.56,15.92,,63.08,78.93,64,,0,,19,32.64,63.933,78.733,26
350,22-02-1980,63.88,77.52,128,,0,2.2,-9.46,-5.04,62.95,79.82,66,0,0,4.92,-8.32,37.84,63.08,78.93,64,,0,,-9.5,,63.933,78.733,-4.5
351,18-02-1980,63.88,77.52,128,0,0,,,-6.6,62.95,79.82,66,0,0,0.54,-6.64,,63.08,78.93,64,0,0,1.1,,-5.76,63.933,78.733,-9.3
352,24-02-1979,63.88,77.52,128,0,0,-2.2,,-8.88,62.95,79.82,66,2,0,-1.82,-7.12,29.59,63.08,78.93,64,0,0,-1.1,-9.5,-6.72,63.933,78.733,-6.5
353,27-11-1978,63.88,77.52,128,,0,4.4,,,62.95,79.82,66,0,0,9.63,-3.6,1.54,63.08,78.93,64,0,0,6.6,-3.8,-0.48,63.933,78.733,2
354,09-10-1977,63.88,77.52,128,,0,19.8,6.02,13.8,62.95,79.82,66,0,0,25.68,5.68,16.06,63.08,78.93,64,0,0,25.3,6.65,12.96,63.933,78.733,12.4
355,15-02-1980,63.88,77.52,128,,0,-1.1,-3.44,-3.6,62.95,79.82,66,0,0,2.89,26.64,-0.99,63.08,78.93,64,,0,2.2,,0.72,63.933,78.733,-4
356,29-11-1976,63.88,77.52,128,0,0,0,,-8.16,62.95,79.82,66,0,3.91,1.28,-4.72,22.77,63.08,78.93,64,0,0,9.9,,,63.933,78.733,-1.5
357,17-06-1978,63.88,77.52,128,,2.17,,,36,62.95,79.82,66,0,0,40.34,12.64,30.91,63.08,78.93,64,0,0,39.6,16.15,36.6,63.933,78.733,25.4
358,17-04-1978,63.88,77.52,128,,0,19.8,4.3,11.28,62.95,79.82,66,0,0,15.52,3.76,11,63.08,78.93,64,0,0,17.6,6.65,13.8,63.933,78.733,9.7
359,24-09-1979,63.88,77.52,128,0,0,27.5,,19.68,62.95,79.82,66,0,0,26.75,5.76,17.71,63.08,78.93,64,0,0,51.7,,21,63.933,78.733,17.3
360,31-08-1980,63.88,77.52,128,0,0,25.3,5.16,,62.95,79.82,66,0,0,56.28,5.76,16.06,63.08,78.93,64,0,0,24.2,,20.04,63.933,78.733,14.5
361,18-08-1979,63.88,77.52,128,,0,33,15.48,24.84,62.95,79.82,66,0,0,33.81,14.64,27.17,63.08,78.93,64,0,0,,,67.2,63.933,78.733,24
362,09-01-1979,63.88,77.52,128,5,0,,,-18.24,62.95,79.82,66,0,0,-4.28,-9.2,-9.02,63.08,78.93,64,0,0,-4.4,-10.45,21.36,63.933,78.733,-9
363,09-12-1978,63.88,77.52,128,0,2.21,-2.2,,-3.6,62.95,79.82,66,0,0,5.35,0.48,2.53,63.08,78.93,64,0,0,9.9,,-0.24,63.933,78.733,0.2
364,25-11-1976,63.88,77.52,128,,3.13,14.3,-3.44,5.76,62.95,79.82,66,0,0,47.72,-3.44,30.47,63.08,78.93,64,0,0,,,,63.933,78.733,-0.4
365,01-04-1980,63.88,77.52,128,,0,13.2,4.3,39.12,62.95,79.82,66,22,0,13.05,3.28,7.04,63.08,78.93,64,,0,12.1,3.8,6.36,63.933,78.733,3.7
366,07-07-1979,63.88,77.52,128,0,0,38.5,17.2,33.72,62.95,79.82,66,0,0,37.88,14.08,30.14,63.08,78.93,64,0,0,39.6,17.1,32.76,63.933,78.733,27.7
367,30-01-1980,63.88,77.52,128,,0,,,-18.72,62.95,79.82,66,21,0,-1.6,-8.4,,63.08,78.93,64,,0,24.97,,-12,63.933,78.733,-8.7
368,12-09-1979,63.88,77.52,128,10,0,,,18.48,62.95,79.82,66,7,2.74,28.03,10.72,21.12,63.08,78.93,64,20,0,28.6,,23.64,63.933,78.733,20
369,29-01-1979,63.88,77.52,128,0,0,-4.4,,12.6,62.95,79.82,66,0,2.99,-4.39,-12.96,25.08,63.08,78.93,64,0,0,-2.2,-17.1,-13.56,63.933,78.733,-9.8
370,11-01-1979,63.88,77.52,128,0,0,30.69,,,62.95,79.82,66,0,0,-2.68,-7.52,-6.93,63.08,78.93,64,0,0,-2.2,-10.45,-8.16,63.933,78.733,-4.5
371,29-06-1980,63.88,77.52,128,0,0,,38.44,30.72,62.95,79.82,66,0,0,35.31,13.52,,63.08,78.93,64,0,0,,17.1,61.68,63.933,78.733,25.3
372,14-07-1976,63.88,77.52,128,,0,,,37.56,62.95,79.82,66,0,0,41.3,19.6,33.77,63.08,78.93,64,0,0,,,,63.933,78.733,27.5
373,25-08-1980,63.88,77.52,128,,0,39.6,12.04,30.6,62.95,79.82,66,0,0,35.84,10.96,25.41,63.08,78.93,64,0,0,,12.35,27.6,63.933,78.733,24.5
374,26-07-1975,63.88,77.52,128,,0,83.49,15.48,33.24,62.95,79.82,66,0,0,40.45,15.68,31.46,63.08,78.93,64,0,0,40.7,18.05,37.2,63.933,78.733,26.5
375,25-07-1980,63.88,77.52,128,0,0,37.4,,31.56,62.95,79.82,66,0,0,36.81,14.72,,63.08,78.93,64,0,0,38.5,19,35.64,63.933,78.733,27.2
376,04-11-1979,63.88,77.52,128,,0,,-5.16,-4.56,62.95,79.82,66,0,0,10.38,2,5.72,63.08,78.93,64,,0,5.5,,0.24,63.933,78.733,0.3
377,06-03-1980,63.88,77.52,128,,0,7.7,,-0.84,62.95,79.82,66,0,0,11.66,-5.6,0.99,63.08,78.93,64,,0,12.1,,2.16,63.933,78.733,-2.2
378,10-10-1979,63.88,77.52,128,0,0,15.4,,9,62.95,79.82,66,0,0,48.15,1.6,7.48,63.08,78.93,64,0,0,17.6,,9.96,63.933,78.733,10
379,29-01-1978,63.88,77.52,128,0,0,-4.4,-12.04,-8.28,62.95,79.82,66,0,0,-2.25,-10.88,-9.24,63.08,78.93,64,0,0,1.1,-14.25,-9.6,63.933,78.733,-7.2
380,19-10-1976,63.88,77.52,128,,0,-4.4,,-10.2,62.95,79.82,66,12,0,22.36,-4.72,-3.74,63.08,78.93,64,6,0,,,,63.933,78.733,-4.2
381,10-08-1979,63.88,77.52,128,0,0,41.8,16.34,34.56,62.95,79.82,66,0,0,38.52,14.96,61.38,63.08,78.93,64,,0,,16.15,33.84,63.933,78.733,27
382,20-02-1977,63.88,77.52,128,,0,2.2,,-6,62.95,79.82,66,0,0,8.88,-8.24,27.17,63.08,78.93,64,0,0,9.9,,1.92,63.933,78.733,-7.4
383,09-03-1980,63.88,77.52,128,,0,,,-10.56,62.95,79.82,66,0,0,-2.14,-8.64,-7.7,63.08,78.93,64,,0,0,,-6.96,63.933,78.733,-10.7
384,23-12-1977,63.88,77.52,128,,0,,,-7.8,62.95,79.82,66,0,0,1.5,-1.92,-0.55,63.08,78.93,64,,0,,,-2.4,63.933,78.733,-2.6
385,09-11-1977,63.88,77.52,128,,0,,,-0.72,62.95,79.82,66,0,0,10.49,-2.56,28.38,63.08,78.93,64,0,3.9,33.22,,1.56,63.933,78.733,2.2
386,18-07-1979,63.88,77.52,128,,0,41.8,21.5,39.24,62.95,79.82,66,0,0,42.05,19.04,,63.08,78.93,64,0,0,44,,,63.933,78.733,32.7
387,20-11-1978,63.88,77.52,128,,0,,,3.12,62.95,79.82,66,41,0,6.42,0.88,3.96,63.08,78.93,64,,0,,,3.84,63.933,78.733,3.6
388,27-02-1978,63.88,77.52,128,,0,,,-12.24,62.95,79.82,66,3,0,-1.5,-8.16,-5.72,63.08,78.93,64,,0,,-11.4,30.36,63.933,78.733,-9.8
389,09-05-1979,63.88,77.52,128,,0,28.6,,22.2,62.95,79.82,66,0,0,55.1,8.88,22.11,63.08,78.93,64,0,0,30.8,11.4,22.44,63.933,78.733,16.3
390,09-09-1980,63.88,77.52,128,,2.28,,,18.36,62.95,79.82,66,0,0,23.22,29.92,15.95,63.08,78.93,64,,0,25.3,,45.36,63.933,78.733,18
391,19-12-1978,63.88,77.52,128,,0,,,-2.04,62.95,79.82,66,0,0,7.81,2.88,,63.08,78.93,64,,0,6.6,,4.32,63.933,78.733,0.3
392,04-11-1977,63.88,77.52,128,0,0,,3.44,8.16,62.95,79.82,66,4,0,14.02,2.88,8.14,63.08,78.93,64,,0,13.2,3.8,10.56,63.933,78.733,6.2
393,01-12-1979,63.88,77.52,128,0,0,4.4,-6.02,0.84,62.95,79.82,66,64,0,33.6,-1.44,3.3,63.08,78.93,64,0,0,,-1.9,2.88,63.933,78.733,1.2
394,19-03-1980,63.88,77.52,128,,0,5.5,,1.8,62.95,79.82,66,17,0,9.1,-1.36,27.94,63.08,78.93,64,,0,8.8,,5.28,63.933,78.733,0.3
395,06-04-1979,63.88,77.52,128,0,0,18.7,,12.12,62.95,79.82,66,0,0,15.84,5.12,11.11,63.08,78.93,64,0,0,18.7,5.7,13.08,63.933,78.733,9.4
396,23-01-1980,63.88,77.52,128,,0,,,-25.44,62.95,79.82,66,0,0,-10.16,-15.6,-16.39,63.08,78.93,64,,0,,,-19.92,63.933,78.733,-18
397,24-08-1977,63.88,77.52,128,,0,,,31.68,62.95,79.82,66,0,0,31.56,10.16,58.96,63.08,78.93,64,0,0,33,,28.56,63.933,78.733,23.5
398,05-03-1978,63.88,77.52,128,0,0,4.4,-9.46,-4.68,62.95,79.82,66,0,0,47.72,-8.16,-3.19,63.08,78.93,64,0,0,8.8,,24.96,63.933,78.733,-6.4
399,13-08-1978,63.88,77.52,128,,0,,,,62.95,79.82,66,0,0,38.63,14.48,29.15,63.08,78.93,64,,3.94,76.34,,33.84,63.933,78.733,26.8
400,27-08-1980,63.88,77.52,128,,0,31.9,,26.76,62.95,79.82,66,0,0,38.63,13.76,29.04,63.08,78.93,64,,0,38.5,,32.76,63.933,78.733,25
401,14-04-1978,63.88,77.52,128,0,2.07,15.4,,12,62.95,79.82,66,0,0,21.83,5.76,,63.08,78.93,64,0,0,53.02,5.7,,63.933,78.733,6.6
402,10-11-1978,63.88,77.52,128,,0,0,,-0.6,62.95,79.82,66,0,0,5.14,-5.52,34.65,63.08,78.93,64,0,0,5.5,,1.92,63.933,78.733,0.3
403,13-08-1979,63.88,77.52,128,,0,,,30.6,62.95,79.82,66,0,0,34.45,14.08,27.94,63.08,78.93,64,0,0,,,29.52,63.933,78.733,25.5
404,26-12-1978,63.88,77.52,128,0,0,25.63,12.9,-4.32,62.95,79.82,66,0,0,1.18,-6.48,-2.64,63.08,78.93,64,,0,0,-6.65,-2.76,63.933,78.733,-2.5
405,19-07-1979,63.88,77.52,128,,2.97,,,36,62.95,79.82,66,0,0,37.77,19.6,72.27,63.08,78.93,64,0,0,,22.8,72.72,63.933,78.733,28.2
406,10-12-1979,63.88,77.52,128,,0,6.6,-3.44,0,62.95,79.82,66,0,0,6.96,-0.72,3.19,63.08,78.93,64,0,0,,,2.4,63.933,78.733,0.7
407,08-12-1978,63.88,77.52,128,,0,6.6,,-1.68,62.95,79.82,66,0,0,8.24,3.68,7.04,63.08,78.93,64,,0,8.8,,5.04,63.933,78.733,1.8
408,17-11-1979,63.88,77.52,128,,0,14.3,,3.36,62.95,79.82,66,0,0,34.45,-4.24,,63.08,78.93,64,,0,,-6.65,2.76,63.933,78.733,4.8
409,10-05-1978,63.88,77.52,128,,0,19.8,,16.56,62.95,79.82,66,93,0,54.14,11.04,17.38,63.08,78.93,64,,0,,,17.16,63.933,78.733,13.5
410,26-11-1975,63.88,77.52,128,,0,8.8,-1.72,0.24,62.95,79.82,66,0,0,8.02,-4.24,0.33,63.08,78.93,64,0,0,9.9,-3.8,-0.72,63.933,78.733,2.5
411,26-12-1976,63.88,77.52,128,0,0,,7.14,-12.24,62.95,79.82,66,0,0,-5.99,-14.8,-11.88,63.08,78.93,64,0,0,6.6,-13.3,-8.76,63.933,78.733,-9.2
412,10-11-1975,63.88,77.52,128,,0,4.4,-11.18,,62.95,79.82,66,0,0,5.35,-8.96,-4.29,63.08,78.93,64,0,0,5.5,-10.45,0.84,63.933,78.733,-1.2
413,08-04-1978,63.88,77.52,128,,0,11,,7.56,62.95,79.82,66,24,0,16.8,5.92,12.65,63.08,78.93,64,30,0,16.5,,12.24,63.933,78.733,8.2
414,09-04-1980,63.88,77.52,128,,0,16.5,,,62.95,79.82,66,0,0,21.83,25.2,11.99,63.08,78.93,64,,0,26.4,32.21,,63.933,78.733,3.8
415,26-08-1979,63.88,77.52,128,,0,35.2,11.18,28.2,62.95,79.82,66,0,0,37.45,29.28,,63.08,78.93,64,0,3.37,36.3,15.2,30,63.933,78.733,24.2
416,22-12-1979,63.88,77.52,128,,0,,16.51,19.8,62.95,79.82,66,6,0,-0.54,-3.84,-3.19,63.08,78.93,64,0,0,-1.1,-3.8,-3.36,63.933,78.733,-3.6
417,26-02-1980,63.88,77.52,128,0,0,,-15.48,-13.92,62.95,79.82,66,0,0,-3.21,-11.6,,63.08,78.93,64,0,0,-3.3,-14.25,-12.6,63.933,78.733,-14.2
418,05-09-1979,63.88,77.52,128,0,0,34.1,36.64,26.88,62.95,79.82,66,0,0,37.02,14.08,27.39,63.08,78.93,64,0,0,37.4,18.05,,63.933,78.733,23
419,11-04-1977,63.88,77.52,128,,3.25,30.8,,,62.95,79.82,66,0,0,54.68,5.28,18.7,63.08,78.93,64,,0,74.69,4.75,23.04,63.933,78.733,13.2
420,21-07-1979,63.88,77.52,128,,0,34.1,,31.44,62.95,79.82,66,0,0,34.88,38.88,28.38,63.08,78.93,64,0,0,,18.05,27.36,63.933,78.733,25.8
421,19-02-1977,63.88,77.52,128,,0,-1.1,,-6.24,62.95,79.82,66,0,3.67,3.21,-9.44,-5.28,63.08,78.93,64,0,0,5.5,-11.4,31.92,63.933,78.733,-8.5
422,05-01-1979,63.88,77.52,128,0,2.69,,,-0.96,62.95,79.82,66,8,0,11.77,-1.12,5.94,63.08,78.93,64,,0,12.1,,0.84,63.933,78.733,1
423,05-08-1979,63.88,77.52,128,,0,35.2,,27.84,62.95,79.82,66,0,0,34.45,13.68,27.17,63.08,78.93,64,0,0,65.89,,30.24,63.933,78.733,27.2
424,23-09-1976,63.88,77.52,128,,0,,41.02,49.68,62.95,79.82,66,0,0,55.75,3.6,60.72,63.08,78.93,64,0,0,29.7,9.5,17.16,63.933,78.733,17.7
425,07-06-1980,63.88,77.52,128,,0,,,33.6,62.95,79.82,66,0,0,41.84,20.24,33.33,63.08,78.93,64,,0,,,30,63.933,78.733,24.6
426,29-07-1980,63.88,77.52,128,,0,39.6,,30.24,62.95,79.82,66,0,0,35.42,14.72,70.18,63.08,78.93,64,0,0,36.3,20.9,69.24,63.933,78.733,26.8
427,04-01-1978,63.88,77.52,128,,0,-1.1,,-2.64,62.95,79.82,66,0,0,1.6,-2.08,-1.54,63.08,78.93,64,,0,,,30.6,63.933,78.733,-2.3
428,01-11-1976,63.88,77.52,128,,0,4.4,-6.02,-3,62.95,79.82,66,0,0,4.82,-6.56,-2.75,63.08,78.93,64,0,0,,-7.6,2.76,63.933,78.733,-1.4
429,05-11-1978,63.88,77.52,128,,0,3.3,0,2.4,62.95,79.82,66,0,0,10.06,-1.84,3.08,63.08,78.93,64,,0,40.81,-0.95,5.28,63.933,78.733,4
430,02-05-1976,63.88,77.52,128,,0,31.9,8.6,23.28,62.95,79.82,66,0,2.12,31.78,9.28,23.21,63.08,78.93,64,0,0,,,,63.933,78.733,16.4
431,12-11-1976,63.88,77.52,128,,0,,16.34,-9.36,62.95,79.82,66,0,0,-0.54,-5.6,29.7,63.08,78.93,64,0,0,0,,-8.4,63.933,78.733,-2.2
432,04-01-1977,63.88,77.52,128,,0,-24.2,,-31.2,62.95,79.82,66,0,3,-15.41,-20.08,-22.11,63.08,78.93,64,0,0,15.07,-25.65,-29.04,63.933,78.733,-21.4
433,25-01-1979,63.88,77.52,128,0,0,,,16.68,62.95,79.82,66,14,0,-7.38,-7.52,-9.13,63.08,78.93,64,13,0,-7.7,-8.55,17.64,63.933,78.733,-8.4
434,11-02-1977,63.88,77.52,128,,0,,-12.9,18.48,62.95,79.82,66,0,0,1.07,-12.16,-8.47,63.08,78.93,64,,0,-3.3,-15.2,17.16,63.933,78.733,-9.6
435,23-07-1977,63.88,77.52,128,,0,37.4,,75.72,62.95,79.82,66,0,0,35.84,17.68,30.47,63.08,78.93,64,,0,37.4,23.75,32.76,63.933,78.733,27
436,30-07-1978,63.88,77.52,128,,0,,14.62,28.2,62.95,79.82,66,0,0,32.21,15.28,26.62,63.08,78.93,64,0,0,34.1,,25.2,63.933,78.733,24
437,19-05-1979,63.88,77.52,128,,0,30.8,,50.76,62.95,79.82,66,0,0,29.75,12.08,51.92,63.08,78.93,64,0,0,30.8,13.3,23.4,63.933,78.733,19
438,24-02-1976,63.88,77.52,128,,3.32,-13.2,,-22.56,62.95,79.82,66,0,0,-5.35,-12.32,-13.86,63.08,78.93,64,0,0,,,,63.933,78.733,-14.2
439,21-12-1977,63.88,77.52,128,0,0,-2.2,,32.76,62.95,79.82,66,0,0,1.5,-5.6,-3.74,63.08,78.93,64,0,0,,,-3.6,63.933,78.733,-3.8
